,x,Q2,y,sigma_p(b/GeV2) !!,Elab,obs,target,curent,lepton beam,units,%dE,%dE',%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2,dFstat,dFsyst,%*norm_c,*epsilon,value,%*dST_u
98,0.0906,4.47,0.226,4.441e-08,120,sig_r,p,mu,nc,1,1.2,-0.6,0.0,1.2,0.0,0.0,0.0,-0.6,0.0,0.0,0.4,0.2,0.2,0.096,0.3645,0.0108,0.0051,2.5,0.967868050348912,0.363473630654437,2.96296296296296
99,0.0904,5.48,0.278,2.948e-08,120,sig_r,p,mu,nc,1,1.0,-0.4,0.0,1.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.4,0.2,0.2,0.096,0.3807,0.012,0.0047,2.5,0.948954407780731,0.378997072281379,3.15208825847124
100,0.0904,6.81,0.343,1.812e-08,120,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.9,0.0,0.0,0.0,-0.3,0.0,0.0,0.5,0.4,0.3,0.096,0.3814,0.0112,0.0043,2.5,0.917506029564537,0.378643085092572,2.93654955427373
101,0.0905,8.77,0.44,1.099e-08,120,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.7,0.0,0.0,0.0,-0.1,0.0,0.0,0.7,0.7,0.4,0.096,0.4158,0.0221,0.0054,2.5,0.852189389925287,0.410414668492287,5.31505531505532
102,0.1126,2.62,0.109,9.99e-08,120,sig_r,p,mu,nc,1,2.2,-1.5,0.0,2.2,0.0,0.0,0.0,-1.5,0.0,0.0,0.2,0.0,0.2,0.043,0.3174,0.0196,0.0082,2.5,0.993275845647957,0.317311857646371,6.17517328292375
103,0.112,3.48,0.143,6.469e-08,120,sig_r,p,mu,nc,1,1.7,-1.1,0.0,1.7,0.0,0.0,0.0,-1.1,0.0,0.0,0.3,0.1,0.2,0.043,0.3721,0.0165,0.0078,2.5,0.98807158624056,0.371916840632199,4.43429185702768
104,0.1111,4.48,0.185,3.714e-08,120,sig_r,p,mu,nc,1,1.4,-0.8,0.0,1.4,0.0,0.0,0.0,-0.8,0.0,0.0,0.4,0.1,0.2,0.043,0.3654,0.0132,0.0059,2.5,0.979249871073157,0.365087194080138,3.61247947454844
105,0.1109,5.49,0.227,2.441e-08,120,sig_r,p,mu,nc,1,1.2,-0.6,0.0,1.2,0.0,0.0,0.0,-0.6,0.0,0.0,0.4,0.1,0.2,0.043,0.3718,0.0134,0.005,2.5,0.967509787582422,0.371301681370015,3.60408821947283
106,0.1109,6.83,0.281,1.473e-08,120,sig_r,p,mu,nc,1,1.0,-0.4,0.0,1.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.6,0.2,0.2,0.043,0.3646,0.0117,0.0045,2.5,0.947643420597276,0.363812623171721,3.20899616017554
107,0.1106,8.87,0.365,9.308e-09,120,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.8,0.0,0.0,0.0,-0.2,0.0,0.0,0.8,0.4,0.3,0.043,0.4145,0.0209,0.0053,2.5,0.904639952500801,0.412869691346396,5.04221954161641
108,0.1112,10.76,0.437,4.964e-09,120,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.7,0.0,0.0,0.0,-0.1,0.0,0.0,1.1,0.6,0.4,0.043,0.3462,0.0357,0.005,2.5,0.854467455462843,0.344121971563392,10.3119584055459
109,0.1435,3.48,0.113,4.974e-08,120,sig_r,p,mu,nc,1,2.0,-1.4,0.0,2.0,0.0,0.0,0.0,-1.4,0.0,0.0,0.3,0.0,0.2,0.231,0.361,0.0134,0.0088,2.5,0.992718819916046,0.360505801969091,3.71191135734072
110,0.1421,4.49,0.147,2.726e-08,120,sig_r,p,mu,nc,1,1.6,-1.0,0.0,1.6,0.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.0,0.2,0.198,0.3364,0.0102,0.0062,2.5,0.987312622498407,0.335693562961462,3.0321046373365
111,0.1411,5.48,0.179,1.738e-08,120,sig_r,p,mu,nc,1,1.4,-0.8,0.0,1.4,0.0,0.0,0.0,-0.8,0.0,0.0,0.3,0.1,0.2,0.175,0.3258,0.0101,0.0051,2.5,0.98063496006443,0.324859391326755,3.1000613873542
112,0.1413,6.87,0.224,1.128e-08,120,sig_r,p,mu,nc,1,1.2,-0.5,0.0,1.2,0.0,0.0,0.0,-0.5,0.0,0.0,0.5,0.1,0.2,0.151,0.3459,0.0087,0.0047,2.5,0.968389525920871,0.344464320736521,2.51517779705117
113,0.1407,8.9,0.291,6.779e-09,120,sig_r,p,mu,nc,1,1.0,-0.3,0.0,1.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.8,0.2,0.2,0.13,0.3682,0.0147,0.005,2.5,0.943247091478257,0.365794228381866,3.99239543726236
114,0.1423,11.01,0.352,4.435e-09,120,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.8,0.0,0.0,0.0,-0.2,0.0,0.0,1.1,0.3,0.3,0.115,0.3925,0.0215,0.0057,2.5,0.912222920079694,0.388944579313538,5.47770700636943
115,0.1821,3.62,0.092,3.152e-08,120,sig_r,p,mu,nc,1,2.3,-1.6,0.0,2.3,0.0,0.0,0.0,-1.6,0.0,0.0,0.7,0.0,0.2,0.204,0.3116,0.018,0.0091,2.5,0.995223370538911,0.311347174074013,5.77663671373556
116,0.1866,4.5,0.113,2.134e-08,120,sig_r,p,mu,nc,1,1.9,-1.2,0.0,1.9,0.0,0.0,0.0,-1.2,0.0,0.0,0.3,0.0,0.2,0.175,0.3403,0.0126,0.0076,2.5,0.992679324442922,0.339927934786891,3.70261533940641
117,0.1845,5.49,0.137,1.336e-08,120,sig_r,p,mu,nc,1,1.6,-0.9,0.0,1.6,0.0,0.0,0.0,-0.9,0.0,0.0,0.1,0.0,0.2,0.153,0.3198,0.0119,0.006,2.5,0.989025390773721,0.319333535230508,3.72107567229518
118,0.1837,6.87,0.172,8.988e-09,120,sig_r,p,mu,nc,1,1.3,-0.7,0.0,1.3,0.0,0.0,0.0,-0.7,0.0,0.0,0.4,0.1,0.2,0.132,0.3461,0.0101,0.0053,2.5,0.982168299100082,0.345379424948796,2.91823172493499
119,0.1813,8.94,0.227,4.992e-09,120,sig_r,p,mu,nc,1,1.1,-0.4,0.0,1.1,0.0,0.0,0.0,-0.4,0.0,0.0,0.8,0.1,0.2,0.113,0.3361,0.0159,0.0047,2.5,0.967362281347315,0.33498509376992,4.73073490032728
120,0.1816,11.15,0.28,3.358e-09,120,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.9,0.0,0.0,0.0,-0.3,0.0,0.0,1.1,0.2,0.2,0.099,0.3692,0.0196,0.0054,2.5,0.947870045245812,0.367464892420398,5.30877573131094
121,0.2292,4.56,0.093,1.562e-08,120,sig_r,p,mu,nc,1,1.9,-1.3,0.0,1.9,0.0,0.0,0.0,-1.3,0.0,0.0,0.3,0.0,0.2,0.158,0.3112,0.0149,0.0072,2.5,0.995081396424785,0.310990341943592,4.7879177377892
122,0.2312,5.47,0.11,1.054e-08,120,sig_r,p,mu,nc,1,1.7,-1.0,0.0,1.7,0.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.0,0.2,0.139,0.3104,0.0126,0.0061,2.5,0.993036918358823,0.310135441963771,4.05927835051546
123,0.2311,6.92,0.139,6.614e-09,120,sig_r,p,mu,nc,1,1.4,-0.7,0.0,1.4,0.0,0.0,0.0,-0.7,0.0,0.0,0.5,0.0,0.2,0.118,0.3188,0.0099,0.0051,2.5,0.988629997802414,0.318416515192355,3.10539523212045
124,0.2276,8.84,0.178,3.855e-09,120,sig_r,p,mu,nc,1,1.1,-0.5,0.0,1.1,0.0,0.0,0.0,-0.5,0.0,0.0,0.8,0.1,0.2,0.101,0.3082,0.0129,0.0046,2.5,0.980729079118263,0.307654392860321,4.18559377027904
125,0.2276,11.24,0.226,2.722e-09,120,sig_r,p,mu,nc,1,1.0,-0.3,0.0,1.0,0.0,0.0,0.0,-0.3,0.0,0.0,1.1,0.1,0.2,0.087,0.3664,0.0184,0.0054,2.5,0.967578837843577,0.365448123569778,5.02183406113537
126,0.2801,5.54,0.093,8.133e-09,120,sig_r,p,mu,nc,1,1.5,-0.8,0.0,1.5,0.0,0.0,0.0,-0.8,0.0,0.0,0.8,0.0,0.2,0.127,0.296,0.0161,0.0054,2.5,0.99504415336685,0.295833828063382,5.43918918918919
127,0.2853,6.93,0.113,4.854e-09,120,sig_r,p,mu,nc,1,1.2,-0.5,0.0,1.2,0.0,0.0,0.0,-0.5,0.0,0.0,0.9,0.0,0.2,0.107,0.2866,0.0106,0.0049,2.5,0.992585238593775,0.286393845887727,3.69853454291696
128,0.2808,8.86,0.146,3.03e-09,120,sig_r,p,mu,nc,1,1.0,-0.3,0.0,1.0,0.0,0.0,0.0,-0.3,0.0,0.0,1.1,0.0,0.2,0.091,0.2946,0.014,0.0046,2.5,0.987320202334965,0.294287626409371,4.75220638153428
129,0.279,11.27,0.186,1.738e-09,120,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.9,0.0,0.0,0.0,-0.2,0.0,0.0,1.3,0.1,0.2,0.078,0.2814,0.0164,0.0046,2.5,0.978725851679555,0.280966020036661,5.82800284292822
130,0.2792,14.19,0.231,1.114e-09,120,sig_r,p,mu,nc,1,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.2,0.068,0.2971,0.0295,0.0051,2.5,0.965859666386336,0.296453435393721,9.92931672837429
131,0.3411,7.08,0.097,3.646e-09,120,sig_r,p,mu,nc,1,0.5,0.2,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,2.3,0.0,0.2,0.099,0.2675,0.0104,0.0063,2.5,0.994547054602614,0.267367886108726,3.88785046728972
132,0.3527,8.86,0.117,2.095e-09,120,sig_r,p,mu,nc,1,0.5,0.3,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,2.1,0.0,0.2,0.083,0.2532,0.0104,0.0056,2.5,0.991963873714558,0.253043365486786,4.10742496050553
133,0.3528,11.33,0.149,1.152e-09,120,sig_r,p,mu,nc,1,0.5,0.4,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.1,0.2,0.07,0.234,0.0117,0.0048,2.5,0.986670601784084,0.233795266303923,5.0
134,0.3521,14.32,0.186,7.875e-10,120,sig_r,p,mu,nc,1,0.5,0.4,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.9,0.1,0.2,0.06,0.2631,0.0197,0.0053,2.5,0.978599849985027,0.26278066963449,7.48764728240213
135,0.4334,9.02,0.097,1.05e-09,120,sig_r,p,mu,nc,1,-2.5,3.4,0.0,-2.5,0.0,0.0,0.0,3.4,0.0,0.0,6.8,0.0,0.2,0.077,0.161,0.0103,0.0128,2.5,0.994473059304123,0.160935969567663,6.39751552795031
136,0.4626,11.36,0.115,6.386e-10,120,sig_r,p,mu,nc,1,-2.0,3.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.7,0.0,0.2,0.064,0.1692,0.0095,0.0099,2.5,0.992143005094201,0.169119516524544,5.61465721040189
137,0.4722,14.39,0.141,3.458e-10,120,sig_r,p,mu,nc,1,-1.5,2.6,0.0,-1.5,0.6,0.0,0.0,2.6,0.0,0.0,2.7,0.0,0.2,0.054,0.1535,0.0115,0.0063,2.5,0.987988645914695,0.153405127627358,7.49185667752443
138,0.0035,0.83,0.654,1.785e-05,200,sig_r,p,mu,nc,1,0.6,-0.2,0.0,0.0,0.5,0.0,0.0,0.0,-0.2,0.0,2.2,1.6,4.1,0.537,0.289,0.0107,0.0144,2.5,0.617998861552007,0.250428330988401,3.70242214532872
139,0.0051,1.18,0.631,6.71e-06,200,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.7,1.6,3.8,0.537,0.3027,0.0085,0.0136,2.5,0.649534414019695,0.26563488351239,2.80806078625702
140,0.0075,1.32,0.486,4.363e-06,200,sig_r,p,mu,nc,1,0.7,-0.2,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.0,1.7,0.8,3.3,0.337,0.3158,0.0083,0.0123,2.5,0.813141382481008,0.300925791200341,2.62824572514249
141,0.0081,1.72,0.577,2.463e-06,200,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.8,0.0,0.0,0.0,-0.1,0.0,1.2,1.1,3.2,0.337,0.3516,0.0085,0.0129,2.5,0.717569143063297,0.32656949368132,2.41751990898749
142,0.0122,1.76,0.395,1.798e-06,200,sig_r,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.6,0.0,0.0,0.0,-0.3,0.0,1.5,0.5,2.9,0.246,0.3445,0.0095,0.0118,2.5,0.885751368730221,0.336729104418186,2.75761973875181
143,0.0124,2.45,0.538,8.866e-07,200,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.0,1.1,0.8,2.6,0.246,0.3786,0.0074,0.0115,2.5,0.761424553892839,0.360766425493294,1.95456946645536
144,0.0138,3.25,0.64,4.107e-07,200,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.7,1.2,1.3,0.246,0.3684,0.0183,0.0093,2.5,0.637334882498856,0.342020807109957,4.96742671009772
145,0.0174,1.77,0.277,1.262e-06,200,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.8,0.0,0.0,0.0,-0.5,0.0,1.7,0.2,2.6,0.19,0.3166,0.0134,0.0107,2.5,0.949582536016831,0.314051316938655,4.23246999368288
146,0.0174,2.48,0.388,6.767e-07,200,sig_r,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.6,0.0,0.0,0.0,-0.3,0.0,1.2,0.3,2.6,0.19,0.3675,0.009,0.011,2.5,0.8904344979353,0.361070823608324,2.44897959183673
147,0.0169,3.62,0.585,2.959e-07,200,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.0,1.5,1.2,1.1,0.19,0.3863,0.0134,0.0087,2.5,0.70798926271482,0.3682883841922,3.46880662697385
148,0.0185,4.34,0.638,1.935e-07,200,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.6,1.7,1.3,0.19,0.4076,0.0163,0.0112,2.5,0.640037901216804,0.384172648819213,3.99901864573111
149,0.0244,1.79,0.203,9.075e-07,200,sig_r,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.1,0.0,0.0,0.0,-0.8,0.0,1.9,0.1,2.4,0.099,0.3062,0.0182,0.0106,2.5,0.974771918744374,0.305504063580535,5.94382756368387
150,0.0246,2.5,0.279,4.911e-07,200,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.8,0.0,0.0,0.0,-0.5,0.0,1.3,0.2,2.3,0.099,0.3494,0.0081,0.0101,2.5,0.948743389452372,0.347786605851752,2.31825987406983
151,0.0248,3.45,0.38,2.596e-07,200,sig_r,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.0,0.9,0.4,2.3,0.099,0.3848,0.0096,0.0103,2.5,0.895635835527905,0.381182149950911,2.49480249480249
152,0.024,4.54,0.52,1.431e-07,200,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,1.3,1.2,1.0,0.099,0.3946,0.0113,0.0084,2.5,0.780151963894975,0.386784642984303,2.863659401926
153,0.0252,5.45,0.59,9.084e-08,200,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.6,1.1,0.099,0.3957,0.0113,0.01,2.5,0.701895435641884,0.385073124038756,2.85569876168815
154,0.0277,6.51,0.636,5.973e-08,200,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.3,0.099,0.4177,0.0159,0.0118,2.5,0.642709841347252,0.404255036044843,3.80655973186498
155,0.0347,2.53,0.199,3.611e-07,200,sig_r,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.1,0.0,0.0,0.0,-0.8,0.0,1.3,0.1,2.1,0.108,0.3482,0.0128,0.0103,2.5,0.975838534519813,0.347379878639466,3.67604824813326
156,0.0349,3.46,0.271,1.924e-07,200,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.0,0.9,0.2,2.1,0.108,0.3703,0.0115,0.0095,2.5,0.951989385460324,0.368566939441595,3.1055900621118
157,0.035,4.43,0.343,1.178e-07,200,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.0,0.8,0.4,2.1,0.108,0.3967,0.0157,0.0097,2.5,0.917748557553915,0.393519317442192,3.95765061759516
158,0.0346,5.5,0.434,7.039e-08,200,sig_r,p,mu,nc,1,0.7,-0.2,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.0,0.9,0.8,1.0,0.108,0.3885,0.0135,0.0069,2.5,0.857247828776539,0.383093751598792,3.47490347490347
159,0.0347,6.96,0.547,4.41e-08,200,sig_r,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.0,1.2,1.1,1.1,0.108,0.4245,0.0102,0.0089,2.5,0.751610392799854,0.414221296962627,2.40282685512367
160,0.0368,8.65,0.635,2.361e-08,200,sig_r,p,mu,nc,1,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.5,1.6,1.3,0.108,0.3915,0.0161,0.01,2.5,0.64402236103349,0.377914166369214,4.11238825031928
161,0.0484,3.52,0.199,1.258e-07,200,sig_r,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.1,0.0,0.0,0.0,-0.8,0.0,1.0,0.1,1.8,0.117,0.3298,0.0115,0.0086,2.5,0.975823640311967,0.328964708857821,3.48696179502729
162,0.0493,4.46,0.248,8.407e-08,200,sig_r,p,mu,nc,1,1.1,-0.6,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.0,0.6,0.2,1.8,0.117,0.3764,0.0122,0.0086,2.5,0.96064315015773,0.374848100416478,3.24123273113709
163,0.049,5.47,0.306,5.683e-08,200,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,0.0,0.4,0.3,1.3,0.117,0.3992,0.0131,0.0071,2.5,0.936712915489656,0.396553359644717,3.2815631262525
164,0.0489,6.99,0.393,3.122e-08,200,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,0.7,0.5,0.9,0.117,0.3851,0.0089,0.0058,2.5,0.88701524283573,0.380541885367563,2.31108802908335
165,0.0494,8.96,0.498,1.778e-08,200,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,0.9,0.9,1.0,0.117,0.3939,0.0094,0.0068,2.5,0.801753192196301,0.385719351566891,2.38639248540239
166,0.0516,11.12,0.586,1.133e-08,200,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.2,0.117,0.4282,0.0118,0.0094,2.5,0.70664640834459,0.415040582610397,2.75572162540869
167,0.0695,4.5,0.177,5.616e-08,200,sig_r,p,mu,nc,1,1.5,-0.8,0.0,0.0,1.2,0.0,0.0,0.0,-0.8,0.0,0.6,0.1,1.6,0.113,0.3414,0.0184,0.0081,2.5,0.981255647741008,0.340750150785451,5.38957234915056
168,0.069,5.48,0.216,3.943e-08,200,sig_r,p,mu,nc,1,1.2,-0.6,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.0,0.2,0.1,1.6,0.113,0.3644,0.0192,0.0078,2.5,0.971021062726145,0.36332770317557,5.26893523600439
169,0.0698,6.94,0.271,2.62e-08,200,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,0.3,0.2,1.0,0.113,0.4126,0.0135,0.0065,2.5,0.951933943083888,0.410586171441869,3.27193407658749
170,0.0695,8.99,0.353,1.397e-08,200,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.0,0.6,0.4,0.8,0.113,0.3942,0.012,0.0054,2.5,0.912009678433147,0.39067785651447,3.0441400304414
171,0.0696,11.39,0.445,8.685e-09,200,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.113,0.4245,0.0112,0.0069,2.5,0.848406439581275,0.417965467654943,2.63839811542992
172,0.0707,14.46,0.553,4.527e-09,200,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.1,1.3,1.1,0.113,0.392,0.0141,0.0082,2.5,0.744855737309378,0.38184369999681,3.5969387755102
173,0.0893,5.5,0.168,3.075e-08,200,sig_r,p,mu,nc,1,1.5,-0.9,0.0,0.0,1.2,0.0,0.0,0.0,-0.9,0.0,0.4,0.1,1.7,0.096,0.3589,0.0283,0.0087,2.5,0.98324078384198,0.358373006425608,7.88520479242129
174,0.0897,6.96,0.211,2.08e-08,200,sig_r,p,mu,nc,1,1.2,-0.6,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.0,0.9,0.1,1.0,0.096,0.4048,0.0169,0.0082,2.5,0.972454838137064,0.403823124680057,4.17490118577075
175,0.0899,8.96,0.271,1.062e-08,200,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,1.3,0.2,0.9,0.096,0.3614,0.0139,0.0077,2.5,0.951901762459484,0.359877127204556,3.84615384615385
176,0.0899,11.45,0.346,6.432e-09,200,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,1.0,0.4,0.8,0.096,0.3804,0.0121,0.0061,2.5,0.91595651987026,0.37759915498766,3.18086225026288
177,0.0901,14.66,0.441,3.989e-09,200,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,1.2,0.7,0.9,0.096,0.419,0.014,0.0078,2.5,0.851563337692802,0.413551155521423,3.34128878281623
178,0.0907,19.02,0.566,1.981e-09,200,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.5,1.4,1.1,0.096,0.3856,0.0242,0.0093,2.5,0.730074720652004,0.376481055329297,6.27593360995851
179,0.1102,6.97,0.173,1.492e-08,200,sig_r,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.2,0.0,0.0,0.0,-0.8,0.0,0.5,0.1,1.0,0.043,0.3479,0.0181,0.0071,2.5,0.982124131976484,0.347643515023921,5.20264443805691
180,0.1101,8.99,0.222,8.715e-09,200,sig_r,p,mu,nc,1,1.2,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.0,1.2,0.1,0.8,0.043,0.3522,0.0161,0.0072,2.5,0.969161042860842,0.351752097347923,4.57126632595116
181,0.1103,11.45,0.282,5.407e-09,200,sig_r,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,0.0,1.1,0.2,0.8,0.043,0.3731,0.0137,0.0062,2.5,0.947343154256322,0.372289849319626,3.67193781827928
182,0.11,14.76,0.364,3.054e-09,200,sig_r,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,1.3,0.4,0.8,0.043,0.3734,0.0136,0.0068,2.5,0.905412654336648,0.371943562302715,3.64220674879486
183,0.1102,19.38,0.476,1.987e-09,200,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,1.6,0.0,0.0,0.0,-0.1,0.0,1.7,0.7,1.0,0.043,0.4567,0.0248,0.0098,2.5,0.821887943634263,0.453345559915861,5.43026056492227
184,0.1395,7.15,0.141,1.148e-08,200,sig_r,p,mu,nc,1,1.6,-1.0,0.0,0.0,1.4,0.0,0.0,0.0,-1.0,0.0,0.6,0.0,0.8,0.148,0.3502,0.0195,0.0078,2.5,0.98845794480243,0.349678571995246,5.56824671616219
185,0.1402,9.01,0.176,7.789e-09,200,sig_r,p,mu,nc,1,1.4,-0.7,0.0,0.0,1.1,0.0,0.0,0.0,-0.7,0.0,0.8,0.1,0.7,0.129,0.3904,0.0178,0.0075,2.5,0.981417746785116,0.389570706776819,4.5594262295082
186,0.1398,11.43,0.223,4.431e-09,200,sig_r,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.0,1.1,0.1,0.7,0.114,0.3713,0.0115,0.0068,2.5,0.968816243504493,0.370114698061943,3.09722596283329
187,0.1398,14.83,0.289,2.371e-09,200,sig_r,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.8,0.0,0.0,0.0,-0.3,0.0,1.4,0.2,0.8,0.101,0.3537,0.0104,0.0068,2.5,0.94428412378877,0.351891628636972,2.94034492507775
188,0.14,19.32,0.374,1.33e-09,200,sig_r,p,mu,nc,1,0.8,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,1.7,0.4,0.8,0.09,0.3616,0.0128,0.0077,2.5,0.899175895712779,0.358588832414296,3.53982300884956
189,0.1418,25.37,0.483,7.326e-10,200,sig_r,p,mu,nc,1,0.6,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,2.1,0.8,1.0,0.08,0.3794,0.0278,0.0096,2.5,0.815460618731251,0.374212096939638,7.32735898787559
190,0.1789,7.38,0.114,7.087e-09,200,sig_r,p,mu,nc,1,1.8,-1.2,0.0,0.0,1.6,0.0,0.0,0.0,-1.2,0.0,0.4,0.0,0.7,0.128,0.2916,0.0243,0.0067,2.5,0.992616331433462,0.291355409685682,8.33333333333333
191,0.1803,8.97,0.136,5.613e-09,200,sig_r,p,mu,nc,1,1.6,-0.9,0.0,0.0,1.3,0.0,0.0,0.0,-0.9,0.0,0.8,0.0,0.7,0.113,0.3504,0.0202,0.0073,2.5,0.989281940389459,0.350018440917975,5.7648401826484
192,0.1818,11.44,0.172,3.256e-09,200,sig_r,p,mu,nc,1,1.3,-0.6,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.0,1.1,0.1,0.7,0.098,0.3437,0.0133,0.0066,2.5,0.982280642120598,0.343156119752749,3.86965376782077
193,0.1804,14.86,0.224,1.9e-09,200,sig_r,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,1.4,0.1,0.7,0.086,0.3505,0.0123,0.007,2.5,0.968454376797237,0.349624054667459,3.509272467903
194,0.1804,19.42,0.292,1.065e-09,200,sig_r,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,1.8,0.2,0.8,0.075,0.3552,0.0131,0.0076,2.5,0.942891032624381,0.353784244544259,3.68806306306306
195,0.1805,25.9,0.388,5.836e-10,200,sig_r,p,mu,nc,1,0.7,-0.1,0.0,0.0,1.6,0.0,0.0,0.0,-0.1,0.0,2.1,0.5,0.9,0.067,0.375,0.0237,0.0091,2.5,0.890031968529293,0.372409611628641,6.32
196,0.2226,9.15,0.113,4.115e-09,200,sig_r,p,mu,nc,1,1.6,-0.9,0.0,0.0,1.3,0.0,0.0,0.0,-0.9,0.0,0.8,0.0,0.7,0.1,0.3263,0.0233,0.0067,2.5,0.992726022200536,0.326083970978773,7.1406680968434
